id_client,nom,type_client,ville,region,telephone,email,date_creation,segment,conditions_paiement,plafond_credit
3458,Ets T,Professionnel,Koudougou,Centre-Ouest,+226 72 99 65 59 81,,2025-02-21,Argent,30 j,500000
3459,SARL l,Professionnel,Kaya,Centre-Nord,+226 73 21 47 22 25,,2018-09-21,Standard,30 j,0
3460,Ets S,Professionnel,Ouagadougou,Centre,+226 72 22 62 48 97,contact3460@gmail.com,2017-03-20,Standard,Comptant,0
3461,Menage 03461,Particulier,Ouagadougou,Centre,+226 79 22 38 27 83,,2025-03-03,Or,30 j,250000
3462,Chantiers s,Professionnel,Ziniaré,Plateau-Central,+226 77 34 57 91 26,,2020-07-02,Standard,Comptant,0
3463,Menage 03463,Particulier,Koudougou,Centre-Ouest,+226 70 21 26 37 81,,2019-05-28,Or,30 j,250000
3464,Menage 03464,Particulier,Ouagadougou,Centre,+226 71 72 39 95 77,,2023-06-23,Standard,30 j,500000
3465,Menage 03465,Particulier,Ouagadougou,Centre,+226 74 54 87 14 74,,2023-06-28,Standard,60 j,0
3466,Menage 03466,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 79 51 80 20 55,,2021-02-03,Standard,Comptant,500000
3467,Menage 03467,Particulier,Ouagadougou,Centre,+226 77 25 75 34 71,,2017-07-26,Standard,Comptant,500000
3468,Ets S,Administration,Bobo-Dioulasso,Hauts-Bassins,+226 79 82 16 27 38,contact3468@entreprise.bf,2023-10-28,Standard,Comptant,0
3469,Menage 03469,Particulier,Ouagadougou,Centre,+226 71 71 94 82 80,,2025-07-12,Argent,Comptant,0
3470,Menage 03470,Particulier,Ouagadougou,Centre,+226 75 41 58 79 56,,2017-01-04,Standard,30 j,500000
3471,Menage 03471,Particulier,,Centre-Ouest,+226 78 77 66 27 64,,2016-04-07,Argent,Comptant,5000000
3472,Menage 03472,Particulier,Ouagadougou,Centre,+226 73 93 94 69 64,,2020-04-15,Argent,Comptant,0
3473,Menage 03473,Particulier,Ziniaré,Plateau-Central,+226 74 51 91 20 51,,2023-04-02,Standard,Comptant,0
3474,Ets a,Entreprise,Ouagadougou,Centre,+226 75 60 60 32 41,contact3474@yahoo.fr,2016-08-14,Standard,Comptant,500000
3475,Menage 03475,Particulier,Ouagadougou,Centre,+226 75 13 53 44 29,,2016-11-10,Standard,Comptant,0
3476,Chantiers K,Professionnel,Ouagadougou,Centre,+226 73 51 62 40 93,contact3476@entreprise.bf,2022-09-24,Argent,Comptant,250000
3477,Ets a,Professionnel,Ouagadougou,Centre,+226 75 81 11 32 66,contact3477@entreprise.bf,2024-02-12,Argent,Comptant,500000
3478,Menage 03478,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 77 58 94 32 77,,2020-05-27,Or,30 j,250000
3479,Menage 03479,Particulier,Koudougou,Centre-Ouest,+226 73 78 65 97 50,,2018-10-03,Standard,Comptant,250000
3480,Chantiers a,Administration,Bobo-Dioulasso,Hauts-Bassins,+226 73 37 40 36 44,,2017-06-27,Argent,Comptant,500000
3481,Societe o,Entreprise,Bobo-Dioulasso,Hauts-Bassins,+226 79 52 12 46 66,contact3481@outlook.fr,2022-11-26,Or,Comptant,500000
3482,Chantiers r,Professionnel,Ouagadougou,Centre,+226 73 23 24 34 24,contact3482@outlook.fr,2026-04-10,Standard,Comptant,0
3483,Menage 03483,Particulier,,Centre,+226 73 59 59 33 69,,2024-05-06,Standard,Comptant,0
3484,Menage 03484,Particulier,Ouagadougou,Centre,+226 74 19 45 90 41,,2022-06-04,Standard,30 j,250000
3485,SARL n,Professionnel,Ouagadougou,Centre,+226 77 25 72 27 77,contact3485@gmail.com,2018-02-26,Argent,30 j,0
3486,Chantiers u,Entreprise,Ouagadougou,Centre,+226 79 66 68 59 11,,2026-03-21,Standard,Comptant,0
3487,Ets a,Professionnel,Ouagadougou,Centre,+226 73 92 17 71 68,,2018-11-07,Standard,Comptant,250000
3488,Societe é,Entreprise,Ouagadougou,Centre,+226 76 84 19 58 59,contact3488@yahoo.fr,2016-01-17,Or,Comptant,250000
3489,Chantiers Y,Professionnel,Ouagadougou,Centre,+226 79 80 74 73 75,contact3489@entreprise.bf,2024-07-09,Argent,Comptant,0
3490,Chantiers C,Professionnel,,Centre,+226 72 82 43 17 62,contact3490@entreprise.bf,2025-12-10,Standard,30 j,0
3491,Menage 03491,Particulier,Ouagadougou,Centre,+226 74 38 19 34 94,,2020-11-16,Standard,Comptant,0
3492,Menage 03492,Particulier,Ouagadougou,Centre,+226 70 24 77 11 45,,2021-01-01,Argent,60 j,1500000
3493,Menage 03493,Particulier,Ouagadougou,Centre,+226 70 41 19 44 53,,2021-12-08,Argent,30 j,0
3494,Ets o,Professionnel,Koudougou,Centre-Ouest,+226 70 32 31 23 20,contact3494@yahoo.fr,2016-04-12,Standard,Comptant,250000
3495,Menage 03495,Particulier,Ouagadougou,Centre,+226 73 10 60 70 35,,2023-10-21,Standard,Comptant,1500000
3496,Menage 03496,Particulier,Ziniaré,Plateau-Central,+226 75 24 63 44 47,,2018-06-12,Or,30 j,1500000
3497,SARL m,Entreprise,,Centre,+226 74 75 77 86 29,,2019-04-06,Standard,Comptant,0
3498,Ets Z,Entreprise,Ouagadougou,Centre,+226 74 64 86 67 15,contact3498@outlook.fr,2021-01-17,Standard,Comptant,500000
3499,Menage 03499,Particulier,Ziniaré,Plateau-Central,+226 75 22 47 56 89,,2017-12-22,Argent,Comptant,1500000
3500,Menage 03500,Particulier,Ouagadougou,Centre,+226 72 60 83 88 97,,2022-09-24,Standard,Comptant,250000
3501,Menage 03501,Particulier,Ouagadougou,Centre,+226 72 67 83 83 58,,2020-01-11,Argent,Comptant,250000
3502,Ets T,Professionnel,Ziniaré,Plateau-Central,+226 75 90 59 31 54,contact3502@yahoo.fr,2023-03-07,Standard,30 j,500000
3503,Menage 03503,Particulier,Ouagadougou,Centre,+226 75 89 19 77 58,,2017-11-11,Or,30 j,250000
3504,Ets o,Professionnel,Ouagadougou,Centre,+226 77 55 28 17 87,contact3504@gmail.com,2019-11-18,Argent,Comptant,0
3505,SARL m,Professionnel,Ouagadougou,Centre,+226 73 61 21 29 91,contact3505@gmail.com,2024-07-09,Standard,60 j,250000
3506,Societe C,Entreprise,Kaya,Centre-Nord,+226 72 18 65 42 37,,2021-06-30,Standard,Comptant,0
3507,Societe g,Professionnel,Ouagadougou,Centre,+226 72 40 37 20 46,contact3507@outlook.fr,2024-01-14,Standard,30 j,500000
3508,Menage 03508,Particulier,Kaya,Centre-Nord,+226 72 95 62 44 17,,2019-01-25,Or,Comptant,500000
3509,SARL o,Professionnel,Ouagadougou,Centre,+226 75 15 32 16 16,contact3509@entreprise.bf,2024-11-22,Standard,Comptant,500000
3510,Menage 03510,Particulier,Koudougou,Centre-Ouest,+226 77 47 88 66 71,,2019-10-31,Argent,Comptant,500000
3511,Menage 03511,Particulier,Ouagadougou,Centre,+226 73 10 78 95 88,,2019-07-17,Standard,30 j,0
3512,Menage 03512,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 74 71 46 48 27,,2024-01-13,Argent,Comptant,0
3513,Societe a,Administration,Ouagadougou,Centre,+226 71 78 91 43 45,contact3513@entreprise.bf,2021-11-26,Standard,Comptant,250000
3514,Ets D,Entreprise,Ouagadougou,Centre,+226 77 69 85 91 93,contact3514@yahoo.fr,2025-03-24,Standard,Comptant,1500000
3515,Societe O,Entreprise,Bobo-Dioulasso,Hauts-Bassins,+226 78 55 46 74 91,,2025-09-24,Standard,Comptant,500000
3516,Menage 03516,Particulier,Ouagadougou,Centre,+226 78 27 46 69 25,,2020-01-08,Or,30 j,0
3517,Menage 03517,Particulier,Ziniaré,Plateau-Central,+226 77 19 97 59 40,,2022-08-20,Standard,Comptant,0
3518,Menage 03518,Particulier,Ouagadougou,Centre,+226 75 40 94 81 32,,2022-09-20,Or,30 j,250000
3519,Chantiers l,Professionnel,Ouagadougou,Centre,+226 70 65 27 72 23,contact3519@gmail.com,2022-03-02,Standard,Comptant,500000
3520,Societe r,Professionnel,Ouagadougou,Centre,+226 76 60 59 73 86,contact3520@yahoo.fr,2016-08-08,Standard,60 j,0
3521,Chantiers a,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 76 11 20 55 67,,2017-08-31,Standard,60 j,0
3522,Menage 03522,Particulier,Kaya,Centre-Nord,+226 78 18 37 16 59,,2024-12-08,Argent,30 j,0
3523,Menage 03523,Particulier,Ziniaré,Plateau-Central,+226 76 65 95 55 18,,2021-04-10,Standard,30 j,0
3524,SARL a,Entreprise,Kaya,Centre-Nord,+226 70 37 80 61 16,contact3524@yahoo.fr,2017-07-18,Argent,Comptant,0
3525,Menage 03525,Particulier,,Plateau-Central,+226 75 16 58 65 22,,2025-02-13,Argent,Comptant,1500000
3526,Chantiers a,Professionnel,Koudougou,Centre-Ouest,+226 74 78 11 29 29,contact3526@outlook.fr,2021-07-25,Argent,30 j,500000
3527,Chantiers a,Professionnel,Ziniaré,Plateau-Central,+226 72 13 92 53 35,contact3527@gmail.com,2023-03-07,Or,30 j,500000
3528,Chantiers m,Entreprise,Ouagadougou,Centre,+226 78 52 63 27 56,,2023-04-17,Or,Comptant,0
3529,Societe d,Professionnel,Ouagadougou,Centre,+226 72 18 16 89 17,contact3529@gmail.com,2021-10-13,Standard,30 j,1500000
3530,Menage 03530,Particulier,Koudougou,Centre-Ouest,+226 76 25 44 55 24,,2022-07-03,Standard,Comptant,250000
3531,Ets r,Entreprise,Ziniaré,Plateau-Central,+226 78 81 58 36 12,contact3531@entreprise.bf,2026-03-06,Standard,Comptant,500000
3532,Ets g,Entreprise,Ziniaré,Plateau-Central,+226 73 10 45 61 51,,2017-12-04,Standard,Comptant,500000
3533,Menage 03533,Particulier,Ouagadougou,Centre,+226 71 15 77 60 53,,2018-09-19,Standard,60 j,0
3534,Chantiers o,Entreprise,Bobo-Dioulasso,Hauts-Bassins,+226 72 10 19 66 98,,2024-03-16,Standard,Comptant,0
3535,SARL é,Professionnel,Ouagadougou,Centre,+226 72 37 56 15 10,,2021-01-19,Argent,Comptant,500000
3536,Menage 03536,Particulier,,Hauts-Bassins,+226 76 32 57 66 86,,2022-12-24,Standard,Comptant,0
3537,SARL o,Entreprise,Kaya,Centre-Nord,+226 74 21 39 25 64,contact3537@entreprise.bf,2024-03-30,Standard,Comptant,0
3538,Menage 03538,Particulier,Ouagadougou,Centre,+226 71 13 79 91 86,,2020-10-10,Or,Comptant,250000
3539,Menage 03539,Particulier,Ouagadougou,Centre,+226 70 28 49 50 81,,2023-07-02,Standard,Comptant,0
3540,Ets S,Entreprise,Ziniaré,Plateau-Central,+226 79 71 21 10 91,contact3540@yahoo.fr,2021-06-24,Argent,30 j,0
3541,SARL t,Professionnel,Ouagadougou,Centre,+226 73 56 48 70 45,,2023-04-11,Standard,Comptant,500000
3542,Ets é,Professionnel,Ouagadougou,Centre,+226 70 73 90 37 50,contact3542@gmail.com,2017-04-30,Or,30 j,250000
3543,Menage 03543,Particulier,Kaya,Centre-Nord,+226 73 53 88 26 20,,2019-07-13,Standard,Comptant,0
3544,SARL é,Administration,Koudougou,Centre-Ouest,+226 77 75 95 18 23,,2025-11-13,Standard,60 j,1500000
3545,Ets a,Administration,Bobo-Dioulasso,Hauts-Bassins,+226 74 77 57 96 28,,2023-10-22,Argent,Comptant,0
3546,Ets a,Professionnel,Koudougou,Centre-Ouest,+226 75 83 99 51 33,,2017-03-09,Standard,30 j,250000
3547,Menage 03547,Particulier,Koudougou,Centre-Ouest,+226 75 89 74 52 35,,2020-02-05,Argent,Comptant,250000
3548,Chantiers n,Entreprise,Ouagadougou,Centre,+226 76 85 43 23 45,contact3548@gmail.com,2018-01-22,Argent,Comptant,0
3549,Menage 03549,Particulier,Ouagadougou,Centre,+226 78 33 14 63 76,,2019-11-05,Standard,60 j,0
3550,Menage 03550,Particulier,Koudougou,Centre-Ouest,+226 78 25 27 75 10,,2018-02-17,Standard,Comptant,500000
3551,Menage 03551,Particulier,Kaya,Centre-Nord,+226 78 58 48 97 84,,2023-01-17,Argent,60 j,250000
3552,Menage 03552,Particulier,Ouagadougou,Centre,+226 79 84 12 90 89,,2021-09-21,Or,Comptant,250000
3553,Menage 03553,Particulier,Ouagadougou,Centre,+226 73 37 57 57 42,,2016-04-20,Standard,30 j,500000
3554,Menage 03554,Particulier,Ouagadougou,Centre,+226 79 27 78 28 28,,2017-03-24,Standard,30 j,0
3555,SARL o,Professionnel,Ziniaré,Plateau-Central,+226 70 56 18 49 65,contact3555@entreprise.bf,2025-06-23,Standard,30 j,250000
3556,Menage 03556,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 79 35 63 88 62,,2018-10-14,Argent,30 j,1500000
3557,Menage 03557,Particulier,Ziniaré,Plateau-Central,+226 78 39 59 75 70,,2024-06-01,Argent,30 j,0
3558,Menage 03558,Particulier,Ouagadougou,Centre,+226 78 70 38 25 48,,2022-04-28,Standard,30 j,0
3559,Menage 03559,Particulier,,Centre,+226 74 36 94 11 90,,2022-12-26,Standard,Comptant,0
3560,Societe l,Professionnel,Koudougou,Centre-Ouest,+226 77 72 17 91 92,contact3560@yahoo.fr,2020-02-25,Standard,Comptant,500000
3561,Menage 03561,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 77 69 80 87 54,,2023-09-01,Standard,Comptant,0
3562,Menage 03562,Particulier,Ouagadougou,Centre,+226 74 27 31 56 26,,2017-06-05,Standard,60 j,0
3563,Societe o,Professionnel,Ouagadougou,Centre,+226 72 20 58 93 63,contact3563@entreprise.bf,2023-10-18,Standard,Comptant,0
3564,Ets u,Professionnel,Kaya,Centre-Nord,+226 73 82 52 52 20,,2021-04-21,Standard,60 j,0
3565,Menage 03565,Particulier,Ziniaré,Plateau-Central,+226 73 80 70 39 56,,2019-10-22,Argent,30 j,250000
3566,Chantiers a,Professionnel,Koudougou,Centre-Ouest,+226 70 24 32 32 73,contact3566@outlook.fr,2021-12-30,Argent,60 j,0
3567,Chantiers n,Professionnel,Ouagadougou,Centre,+226 71 70 52 65 46,contact3567@gmail.com,2024-05-22,Argent,Comptant,500000
3568,Ets o,Entreprise,Ouagadougou,Centre,+226 76 83 68 10 53,,2021-10-17,Standard,30 j,0
3569,SARL a,Professionnel,Ouagadougou,Centre,+226 71 56 31 20 74,,2024-11-27,Standard,30 j,0
3570,Chantiers r,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 72 81 13 24 68,contact3570@outlook.fr,2018-07-13,Standard,Comptant,250000
3571,Societe t,Professionnel,Ouagadougou,Centre,+226 73 78 71 96 34,,2016-02-09,Or,30 j,500000
3572,Menage 03572,Particulier,Ouagadougou,Centre,+226 70 80 19 71 23,,2024-05-21,Standard,Comptant,250000
3573,Menage 03573,Particulier,Ouagadougou,Centre,+226 78 25 20 38 62,,2019-09-05,Or,Comptant,250000
3574,Menage 03574,Particulier,Kaya,Centre-Nord,+226 79 64 66 13 81,,2016-07-02,Standard,Comptant,0
3575,Menage 03575,Particulier,Ziniaré,Plateau-Central,+226 72 97 99 94 47,,2022-01-31,Argent,60 j,0
3576,SARL T,Administration,Bobo-Dioulasso,Hauts-Bassins,+226 77 13 67 84 62,,2023-09-23,Argent,30 j,0
3577,Ets r,Professionnel,,Plateau-Central,+226 70 42 38 45 23,contact3577@entreprise.bf,2020-10-14,Argent,Comptant,1500000
3578,SARL Y,Professionnel,Koudougou,Centre-Ouest,+226 71 22 41 62 82,,2021-04-10,Argent,30 j,250000
3579,Menage 03579,Particulier,Ziniaré,Plateau-Central,+226 77 63 41 47 45,,2025-10-07,Standard,Comptant,0
3580,Menage 03580,Particulier,Ziniaré,Plateau-Central,+226 72 69 83 96 70,,2026-05-26,Argent,Comptant,0
3581,Menage 03581,Particulier,Koudougou,Centre-Ouest,+226 73 55 58 71 96,,2022-10-14,Argent,Comptant,250000
3582,Ets u,Professionnel,Ziniaré,Plateau-Central,+226 71 37 13 21 88,contact3582@yahoo.fr,2021-11-07,Argent,Comptant,250000
3583,Chantiers a,Administration,Ouagadougou,Centre,+226 73 37 76 60 44,contact3583@outlook.fr,2016-03-29,Standard,Comptant,500000
3584,SARL d,Professionnel,Ouagadougou,Centre,+226 78 65 91 12 25,contact3584@entreprise.bf,2022-04-05,Standard,30 j,250000
3585,Ets D,Administration,Ouagadougou,Centre,+226 72 39 30 54 73,contact3585@outlook.fr,2025-03-03,Standard,Comptant,0
3586,Menage 03586,Particulier,Ouagadougou,Centre,+226 77 45 92 53 75,,2021-04-18,Standard,30 j,0
3587,SARL a,Entreprise,Bobo-Dioulasso,Hauts-Bassins,+226 73 16 79 59 56,contact3587@outlook.fr,2024-04-19,Standard,30 j,0
3588,Chantiers D,Entreprise,Ouagadougou,Centre,+226 77 47 34 32 13,contact3588@gmail.com,2025-01-29,Or,30 j,1500000
3589,SARL i,Professionnel,Koudougou,Centre-Ouest,+226 71 51 45 64 11,contact3589@yahoo.fr,2019-11-18,Argent,Comptant,0
3590,SARL a,Entreprise,Ouagadougou,Centre,+226 73 32 20 15 40,contact3590@gmail.com,2019-12-13,Standard,Comptant,500000
3591,Menage 03591,Particulier,Ziniaré,Plateau-Central,+226 72 87 22 62 82,,2023-12-26,Standard,30 j,0
3592,Menage 03592,Particulier,Ziniaré,Plateau-Central,+226 72 59 11 40 47,,2025-11-02,Standard,Comptant,0
3593,Menage 03593,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 73 40 19 76 50,,2020-09-16,Argent,Comptant,250000
3594,Menage 03594,Particulier,Ouagadougou,Centre,+226 79 26 25 46 72,,2023-08-10,Argent,30 j,0
3595,Menage 03595,Particulier,Koudougou,Centre-Ouest,+226 71 13 97 41 64,,2022-11-13,Standard,Comptant,0
3596,Societe a,Professionnel,Ouagadougou,Centre,+226 75 26 28 81 81,,2021-07-21,Or,Comptant,0
3597,Chantiers u,Professionnel,Koudougou,Centre-Ouest,+226 71 38 26 21 59,contact3597@entreprise.bf,2016-03-12,Standard,Comptant,0
3598,SARL n,Administration,Bobo-Dioulasso,Hauts-Bassins,+226 72 23 85 64 39,,2017-05-08,Argent,30 j,1500000
3599,Societe d,Professionnel,Ouagadougou,Centre,+226 79 40 89 54 38,contact3599@gmail.com,2018-01-04,Standard,Comptant,0
3600,Societe u,Professionnel,Kaya,Centre-Nord,+226 77 34 74 28 60,,2022-06-13,Standard,Comptant,0
3601,Menage 03601,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 70 99 70 95 39,,2021-11-18,Standard,Comptant,0
3602,Ets a,Professionnel,Ouagadougou,Centre,+226 77 30 11 71 55,,2020-08-25,Argent,Comptant,1500000
3603,Menage 03603,Particulier,Koudougou,Centre-Ouest,+226 75 76 72 51 71,,2016-10-18,Standard,30 j,500000
3604,Menage 03604,Particulier,Kaya,Centre-Nord,+226 76 92 21 57 64,,2020-09-17,Standard,Comptant,1500000
3605,Ets d,Professionnel,Ouagadougou,Centre,+226 79 26 55 64 68,contact3605@entreprise.bf,2018-05-20,Standard,Comptant,0
3606,Ets i,Entreprise,Koudougou,Centre-Ouest,+226 79 53 59 79 90,,2022-08-30,Standard,30 j,250000
3607,SARL Z,Entreprise,Ouagadougou,Centre,+226 76 56 88 59 87,,2021-10-16,Standard,30 j,500000
3608,Societe B,Entreprise,Ouagadougou,Centre,+226 70 35 25 45 70,,2025-07-20,Argent,Comptant,1500000
3609,Chantiers b,Administration,Ouagadougou,Centre,+226 79 19 18 79 66,contact3609@entreprise.bf,2016-07-31,Argent,Comptant,0
3610,Menage 03610,Particulier,Ouagadougou,Centre,+226 77 11 60 16 47,,2022-03-01,Standard,30 j,500000
3611,Menage 03611,Particulier,Ziniaré,Plateau-Central,+226 70 22 38 43 25,,2019-09-25,Standard,Comptant,250000
3612,Chantiers g,Professionnel,Ouagadougou,Centre,+226 78 64 39 19 95,contact3612@entreprise.bf,2017-02-27,Standard,Comptant,0
3613,Menage 03613,Particulier,Kaya,Centre-Nord,+226 78 11 76 74 12,,2017-10-31,Standard,60 j,500000
3614,Societe g,Professionnel,Koudougou,Centre-Ouest,+226 73 21 93 49 72,contact3614@outlook.fr,2025-12-08,Standard,60 j,500000
3615,Menage 03615,Particulier,,Centre,+226 76 44 71 94 10,,2025-06-30,Standard,Comptant,250000
3616,Menage 03616,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 77 23 61 96 60,,2018-10-04,Argent,Comptant,0
3617,Menage 03617,Particulier,Ouagadougou,Centre,+226 70 12 50 76 48,,2017-07-13,Standard,Comptant,1500000
3618,Ets l,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 74 32 80 18 52,contact3618@gmail.com,2022-07-28,Standard,Comptant,500000
3619,Chantiers r,Entreprise,Kaya,Centre-Nord,+226 75 93 50 40 44,,2022-07-25,Standard,30 j,500000
3620,Ets g,Professionnel,Ouagadougou,Centre,+226 70 17 36 94 72,,2016-06-28,Standard,Comptant,0
3621,Ets T,Entreprise,Ouagadougou,Centre,+226 75 47 75 14 51,contact3621@yahoo.fr,2017-12-27,Standard,30 j,0
3622,Menage 03622,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 76 94 14 66 44,,2021-06-24,Standard,30 j,0
3623,Societe o,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 76 88 20 80 29,contact3623@entreprise.bf,2022-02-10,Or,Comptant,0
3624,Menage 03624,Particulier,Ouagadougou,Centre,+226 78 15 59 86 88,,2025-10-07,Or,Comptant,0
3625,Chantiers S,Professionnel,Koudougou,Centre-Ouest,+226 73 83 97 73 53,contact3625@outlook.fr,2017-07-15,Standard,Comptant,250000
3626,SARL D,Entreprise,Kaya,Centre-Nord,+226 72 55 35 96 14,contact3626@entreprise.bf,2018-12-04,Argent,30 j,0
3627,Menage 03627,Particulier,Ziniaré,Plateau-Central,+226 79 52 78 67 28,,2017-06-09,Standard,30 j,0
3628,SARL S,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 71 58 90 86 80,contact3628@entreprise.bf,2025-08-14,Argent,60 j,1500000
3629,Societe r,Professionnel,,Centre-Nord,+226 70 96 59 95 34,,2023-03-05,Standard,30 j,500000
3630,Menage 03630,Particulier,Kaya,Centre-Nord,+226 78 53 89 12 60,,2025-09-07,Standard,30 j,500000
3631,Ets g,Professionnel,Kaya,Centre-Nord,+226 78 95 24 77 97,,2023-03-24,Standard,Comptant,250000
3632,Menage 03632,Particulier,Kaya,Centre-Nord,+226 70 95 84 45 30,,2025-01-17,Standard,Comptant,500000
3633,Societe Z,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 74 58 49 58 44,,2021-11-27,Standard,30 j,500000
3634,SARL o,Administration,Bobo-Dioulasso,Hauts-Bassins,+226 72 76 39 84 39,contact3634@gmail.com,2022-07-09,Argent,Comptant,0
3635,Menage 03635,Particulier,Ouagadougou,Centre,+226 70 77 90 55 70,,2022-04-26,Standard,Comptant,0
3636,Menage 03636,Particulier,Ouagadougou,Centre,+226 75 95 63 53 90,,2016-08-13,Standard,Comptant,0
3637,Menage 03637,Particulier,Kaya,Centre-Nord,+226 78 58 67 70 75,,2016-01-04,Standard,30 j,0
3638,Menage 03638,Particulier,Ouagadougou,Centre,+226 74 51 68 47 66,,2019-04-20,Standard,Comptant,500000
3639,Societe o,Entreprise,Ziniaré,Plateau-Central,+226 79 93 85 96 13,,2020-12-21,Standard,Comptant,1500000
3640,SARL r,Entreprise,Ziniaré,Plateau-Central,+226 74 99 60 56 64,contact3640@entreprise.bf,2020-01-05,Standard,30 j,0
3641,Ets r,Professionnel,Kaya,Centre-Nord,+226 72 16 76 94 89,contact3641@outlook.fr,2017-01-06,Standard,Comptant,250000
3642,Societe K,Professionnel,Kaya,Centre-Nord,+226 76 86 47 45 46,contact3642@entreprise.bf,2017-02-07,Standard,60 j,1500000
3643,Menage 03643,Particulier,Koudougou,Centre-Ouest,+226 72 82 35 12 60,,2017-08-21,Or,Comptant,0
3644,Menage 03644,Particulier,Ouagadougou,Centre,+226 71 94 20 56 32,,2025-07-14,Standard,Comptant,0
3645,Menage 03645,Particulier,Ouagadougou,Centre,+226 73 37 13 14 67,,2020-06-23,Standard,Comptant,500000
3646,Societe t,Professionnel,Ziniaré,Plateau-Central,+226 71 16 72 60 92,contact3646@entreprise.bf,2025-04-27,Standard,60 j,0
3647,Menage 03647,Particulier,Ouagadougou,Centre,+226 78 61 78 89 53,,2019-11-27,Standard,Comptant,0
3648,Menage 03648,Particulier,Kaya,Centre-Nord,+226 76 88 69 74 90,,2019-06-07,Standard,Comptant,500000
3649,Menage 03649,Particulier,Kaya,Centre-Nord,+226 76 23 13 12 30,,2023-01-08,Standard,Comptant,0
3650,Menage 03650,Particulier,Koudougou,Centre-Ouest,+226 70 61 82 39 21,,2023-05-28,Standard,60 j,500000
3651,Menage 03651,Particulier,Kaya,Centre-Nord,+226 75 86 67 38 28,,2020-05-19,Standard,Comptant,0
3652,Menage 03652,Particulier,Ouagadougou,Centre,+226 73 50 39 68 73,,2022-12-29,Standard,Comptant,1500000
3653,Menage 03653,Particulier,Ouagadougou,Centre,+226 74 83 51 20 73,,2022-06-29,Standard,Comptant,0
3654,Societe g,Professionnel,Ziniaré,Plateau-Central,+226 73 26 54 94 69,contact3654@entreprise.bf,2024-07-18,Standard,Comptant,0
3655,Menage 03655,Particulier,,Centre,+226 77 17 82 60 69,,2024-08-26,Or,Comptant,1500000
3656,Chantiers a,Professionnel,Ouagadougou,Centre,+226 72 99 61 98 63,contact3656@gmail.com,2026-01-01,Standard,Comptant,500000
3657,Menage 03657,Particulier,Kaya,Centre-Nord,+226 74 28 87 82 76,,2024-03-09,Standard,30 j,0
3658,Menage 03658,Particulier,Ouagadougou,Centre,+226 79 73 75 17 35,,2018-02-07,Argent,Comptant,250000
3659,SARL g,Professionnel,Ouagadougou,Centre,+226 74 46 28 97 48,contact3659@gmail.com,2023-12-21,Argent,Comptant,0
3660,Ets u,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 76 79 27 95 65,contact3660@outlook.fr,2026-03-25,Standard,Comptant,250000
3661,Menage 03661,Particulier,Koudougou,Centre-Ouest,+226 76 14 27 27 96,,2020-09-20,Argent,Comptant,1500000
3662,Societe o,Professionnel,Ouagadougou,Centre,+226 77 81 90 56 30,contact3662@yahoo.fr,2023-04-18,Or,Comptant,250000
3663,Menage 03663,Particulier,Koudougou,Centre-Ouest,+226 79 60 94 36 50,,2024-02-27,Argent,30 j,500000
3664,Menage 03664,Particulier,Ziniaré,Plateau-Central,+226 73 67 18 65 37,,2019-03-05,Standard,60 j,250000
3665,Societe o,Professionnel,Ziniaré,Plateau-Central,+226 74 63 80 37 19,contact3665@yahoo.fr,2020-06-12,Standard,Comptant,250000
3666,Ets a,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 71 38 74 47 49,contact3666@outlook.fr,2018-10-02,Standard,60 j,0
3667,Menage 03667,Particulier,Koudougou,Centre-Ouest,+226 74 63 51 76 11,,2021-02-01,Standard,Comptant,1500000
3668,Menage 03668,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 75 48 89 88 97,,2022-02-07,Standard,Comptant,250000
3669,Menage 03669,Particulier,Koudougou,Centre-Ouest,+226 72 63 71 36 77,,2016-10-01,Standard,30 j,250000
3670,Menage 03670,Particulier,Ouagadougou,Centre,+226 77 80 95 32 26,,2024-07-11,Standard,30 j,0
3671,Chantiers g,Professionnel,,Centre,+226 74 59 38 48 55,contact3671@entreprise.bf,2025-07-17,Standard,Comptant,250000
3672,Menage 03672,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 75 41 41 66 99,,2018-12-24,Standard,60 j,500000
3673,Menage 03673,Particulier,Ouagadougou,Centre,+226 76 80 11 82 37,,2020-08-25,Standard,60 j,0
