tx_ref,agent_code,client_phone,montant_xof,type_op,statut,date_op,commission,canal,id_export
TX0001227,AG12,726 39 70 591,14993,in,OK,2026-01-23,375.0,USSD,1227
TX0001228,AG18,721 98 07 893,2660,in,REUSSI,2026-01-23,66.0,USSD,1228
TX0001229,AG20,+226 733 83 38 207,1483,out,ok,2026-01-23,15.0,Agent,1229
TX0001230,AG14,7787521356,596,in,OK,2026-01-23,15.0,app,1230
TX0001231,AG13,7414986895,202,in,ok,2026-01-23,5.0,Agent,1231
TX0001232,AG07,749 33 32 187,2366,out,ok,2026-01-23,24.0,USSD,1232
TX0001233,AG16,7138265328,703,in,OK,2026-01-23,18.0,app,1233
TX0001234,AG14,755 77 47 583,2133,out,OK,2026-01-23,21.0,Agent,1234
TX0001235,AG08,724 48 84 884,5107,out,OK,2026-01-23,51.0,USSD,1235
TX0001236,AG20,767 19 58 739,6842,out,echec,2026-01-23,68.0,USSD,1236
TX0001237,AG04,+226 730 19 59 183,4998,out,Reussie,2026-01-23,50.0,USSD,1237
TX0001238,AG05,749 24 70 412,2024,out,Echouee,2026-01-23,20.0,Agent,1238
TX0001239,AG04,+226 744 31 54 194,12440,out,REUSSI,2026-01-23,124.0,Agent,1239
TX0001240,AG09,7026414515,6973,out,Reussie,2026-01-23,70.0,USSD,1240
TX0001241,AG04,+226 779 31 61 567,1423,in,OK,2026-01-23,36.0,USSD,1241
TX0001242,AG20,+226 781 89 30 394,5420,in,OK,2026-01-23,136.0,Agent,1242
TX0001243,AG11,7031450875,4682,out,Echouee,2026-01-23,47.0,USSD,1243
TX0001244,AG04,776 57 82 714,3842,out,Reussie,2026-01-23,38.0,app,1244
TX0001245,AG18,+226 736 94 18 539,21892,in,OK,2026-01-23,547.0,Agent,1245
TX0001246,AG01,745 40 32 581,908,in,REUSSI,2026-01-23,23.0,Agent,1246
TX0001247,AG09,765 32 09 643,2280,in,ok,2026-01-23,57.0,USSD,1247
TX0001248,AG17,769 34 39 647,5426,out,ok,2026-01-23,54.0,USSD,1248
TX0001249,AG12,+226 715 18 95 966,11937,in,OK,2026-01-24,298.0,USSD,1249
TX0001250,AG02,707 99 92 828,972,in,Echouee,2026-01-24,24.0,app,1250
TX0001251,AG17,733 08 50 139,2980,out,OK,2026-01-24,30.0,Agent,1251
TX0001252,AG10,7585580909,4002,out,OK,2026-01-24,40.0,Agent,1252
TX0001253,AG14,+226 798 13 51 282,1465,out,ok,2026-01-24,15.0,Agent,1253
TX0001254,AG13,718 17 54 324,1929,out,Echouee,2026-01-24,19.0,USSD,1254
TX0001255,AG08,+226 712 27 10 559,848,in,ok,2026-01-24,21.0,Agent,1255
TX0001256,AG10,+226 766 05 16 111,4999,in,Echouee,2026-01-24,125.0,USSD,1256
TX0001257,AG19,+226 772 00 34 766,2926,out,echec,2026-01-24,29.0,Agent,1257
TX0001258,AG13,+226 734 39 52 705,2236,out,ok,2026-01-24,22.0,Agent,1258
TX0001259,AG01,+226 702 96 18 018,1337,out,Reussie,2026-01-24,13.0,Agent,1259
TX0001260,AG11,7073563698,2039,in,Reussie,2026-01-24,51.0,Agent,1260
TX0001261,AG02,+226 777 41 10 765,1566,in,Reussie,2026-01-24,39.0,app,1261
TX0001262,AG14,743 35 26 694,5175,out,REUSSI,2026-01-24,52.0,USSD,1262
TX0001263,AG05,7100807648,4768,out,ok,2026-01-24,48.0,Agent,1263
TX0001264,AG06,+226 703 83 80 666,9815,in,REUSSI,2026-01-24,245.0,app,1264
TX0001265,AG06,+226 727 36 25 252,5989,in,echec,2026-01-24,150.0,Agent,1265
TX0001266,AG07,7176563255,1616,in,ok,2026-01-24,40.0,USSD,1266
TX0001267,AG20,+226 716 42 57 384,3773,in,OK,2026-01-24,94.0,USSD,1267
TX0001268,AG18,722 85 58 844,1184,in,OK,2026-01-24,30.0,Agent,1268
TX0001269,AG05,+226 784 32 09 554,6589,out,REUSSI,2026-01-24,66.0,app,1269
TX0001270,AG04,+226 762 86 74 199,5246,in,Reussie,2026-01-24,131.0,USSD,1270
TX0001271,AG03,7661020761,1892,in,REUSSI,2026-01-24,47.0,USSD,1271
TX0001272,AG06,+226 700 08 17 698,1796,out,ok,2026-01-24,18.0,USSD,1272
TX0001273,AG04,7458443523,4370,in,Reussie,2026-01-24,109.0,app,1273
TX0001274,AG09,+226 734 13 20 372,2707,in,ok,2026-01-24,68.0,USSD,1274
TX0001275,AG03,776 58 01 809,1058,in,Reussie,2026-01-24,26.0,Agent,1275
TX0001276,AG02,7726975082,5435,out,ok,2026-01-24,54.0,USSD,1276
TX0001277,AG01,+226 748 48 57 970,3900,in,OK,2026-01-24,98.0,Agent,1277
TX0001278,AG20,+226 725 10 75 724,2557,in,OK,2026-01-24,64.0,USSD,1278
TX0001279,AG13,+226 748 38 52 209,4789,in,ok,2026-01-24,120.0,USSD,1279
TX0001280,AG04,7310377689,1516,in,Echouee,2026-01-24,38.0,USSD,1280
TX0001281,AG17,+226 726 75 56 582,428,out,REUSSI,2026-01-24,4.0,Agent,1281
TX0001282,AG19,+226 764 24 19 993,2812,in,echec,2026-01-24,70.0,Agent,1282
TX0001283,AG20,740 54 08 244,10813,in,ok,2026-01-24,270.0,Agent,1283
TX0001284,AG03,7789376595,3280,in,OK,2026-01-24,82.0,app,1284
TX0001285,AG01,758 72 10 208,1349,out,echec,2026-01-24,13.0,USSD,1285
TX0001286,AG02,+226 741 14 27 995,13595,out,echec,2026-01-24,136.0,Agent,1286
TX0001287,AG07,7288656579,10386,in,echec,2026-01-24,260.0,Agent,1287
TX0001288,AG18,+226 779 16 93 760,1345,out,OK,2026-01-24,13.0,USSD,1288
TX0001289,AG01,7481223959,1225,in,OK,2026-01-24,31.0,USSD,1289
TX0001290,AG19,7398805896,1812,in,Reussie,2026-01-25,45.0,USSD,1290
TX0001291,AG14,+226 785 15 13 921,697,out,REUSSI,2026-01-25,7.0,app,1291
TX0001292,AG09,719 42 32 571,712,in,ok,2026-01-25,18.0,USSD,1292
TX0001293,AG19,+226 761 60 05 578,5339,in,OK,2026-01-25,133.0,USSD,1293
TX0001294,AG09,7937173614,4463,in,OK,2026-01-25,112.0,Agent,1294
TX0001295,AG15,779 83 41 325,3645,out,echec,2026-01-25,36.0,Agent,1295
TX0001296,AG08,797 95 17 632,245,out,OK,2026-01-25,2.0,app,1296
TX0001297,AG20,+226 746 33 15 083,2354,out,REUSSI,2026-01-25,24.0,USSD,1297
TX0001298,AG17,+226 711 88 45 045,2596,out,ok,2026-01-25,26.0,USSD,1298
TX0001299,AG07,+226 703 81 57 191,1696,in,ok,2026-01-25,42.0,USSD,1299
TX0001300,AG07,725 52 58 581,9252,in,ok,2026-01-25,231.0,Agent,1300
TX0001301,AG13,7577501593,2902,in,Reussie,2026-01-25,73.0,app,1301
TX0001302,AG04,+226 741 44 11 679,3852,out,OK,2026-01-26,39.0,Agent,1302
TX0001303,AG05,747 38 79 128,6657,in,ok,2026-01-26,166.0,app,1303
TX0001304,AG10,+226 772 53 91 502,2756,out,Echouee,2026-01-26,28.0,Agent,1304
TX0001305,AG12,7944797098,862,out,OK,2026-01-26,9.0,USSD,1305
TX0001306,AG10,7791971663,347,out,echec,2026-01-26,3.0,USSD,1306
TX0001307,AG17,713 67 62 372,1464,in,Reussie,2026-01-26,37.0,USSD,1307
TX0001308,AG16,760 09 33 970,4310,in,OK,2026-01-26,108.0,USSD,1308
TX0001309,AG15,785 85 51 816,6766,out,ok,2026-01-26,,Agent,1309
TX0001310,AG04,+226 778 06 98 118,16463,in,OK,2026-01-26,412.0,Agent,1310
TX0001311,AG11,+226 788 42 71 833,1508,in,Reussie,2026-01-26,38.0,USSD,1311
TX0001312,AG06,7409887615,730,in,REUSSI,2026-01-26,18.0,Agent,1312
TX0001313,AG03,+226 785 70 52 849,3655,out,REUSSI,2026-01-26,37.0,Agent,1313
TX0001314,AG03,793 41 75 940,1240,in,REUSSI,2026-01-26,31.0,app,1314
TX0001315,AG05,+226 745 39 76 679,1754,out,OK,2026-01-26,18.0,Agent,1315
TX0001316,AG03,781 44 01 731,1794,in,ok,2026-01-26,45.0,Agent,1316
TX0001317,AG19,7486080295,7045,out,ok,2026-01-26,70.0,USSD,1317
TX0001318,AG05,+226 783 59 92 463,3481,in,echec,2026-01-26,87.0,USSD,1318
TX0001319,AG06,7867838529,3363,out,echec,2026-01-26,34.0,USSD,1319
TX0001320,AG03,7517552396,1724,in,ok,2026-01-26,43.0,USSD,1320
TX0001321,AG12,781 25 16 585,4761,in,OK,2026-01-26,119.0,USSD,1321
TX0001322,AG13,7969504709,1999,out,Reussie,2026-01-26,20.0,Agent,1322
TX0001323,AG07,731 30 20 582,5992,out,OK,2026-01-26,60.0,app,1323
TX0001324,AG09,+226 714 55 82 189,6612,in,OK,2026-01-26,165.0,Agent,1324
TX0001325,AG06,7684254306,441,out,REUSSI,2026-01-26,4.0,Agent,1325
TX0001326,AG02,7556072088,2427,in,echec,2026-01-26,61.0,Agent,1326
TX0001327,AG02,7819375370,3733,out,OK,2026-01-26,37.0,Agent,1327
TX0001328,AG15,765 65 31 789,1669,in,OK,2026-01-26,42.0,Agent,1328
TX0001329,AG06,770 68 50 819,4428,in,Reussie,2026-01-26,111.0,Agent,1329
TX0001330,AG08,+226 708 26 62 176,2031,out,REUSSI,2026-01-26,20.0,Agent,1330
TX0001331,AG10,7181917377,933,out,OK,2026-01-26,9.0,app,1331
TX0001332,AG17,+226 732 53 88 622,2683,out,OK,2026-01-26,27.0,app,1332
TX0001333,AG15,793 80 94 426,2839,out,ok,2026-01-26,28.0,Agent,1333
TX0001334,AG03,+226 717 02 55 384,1092,out,REUSSI,2026-01-26,11.0,Agent,1334
TX0001335,AG15,+226 715 01 10 925,5878,in,Reussie,2026-01-26,147.0,USSD,1335
TX0001336,AG20,+226 754 40 46 530,1043,in,OK,2026-01-26,26.0,USSD,1336
TX0001337,AG05,772 63 08 937,7718,out,OK,2026-01-26,77.0,Agent,1337
TX0001338,AG16,719 17 43 063,427,in,REUSSI,2026-01-26,11.0,Agent,1338
TX0001339,AG19,747 63 83 580,14567,out,Echouee,2026-01-26,146.0,Agent,1339
TX0001340,AG05,+226 766 65 82 688,3033,out,ok,2026-01-26,30.0,app,1340
TX0001341,AG14,730 39 79 543,4288,out,echec,2026-01-26,43.0,USSD,1341
TX0001342,AG06,713 56 38 501,11913,out,OK,2026-01-26,119.0,Agent,1342
TX0001343,AG15,+226 707 36 64 845,190,in,ok,2026-01-26,5.0,Agent,1343
TX0001344,AG09,704 12 22 201,4073,in,Echouee,2026-01-26,102.0,USSD,1344
TX0001345,AG01,+226 718 41 61 984,663,in,Echouee,2026-01-26,17.0,USSD,1345
TX0001346,AG06,730 30 15 031,1260,in,Reussie,2026-01-26,32.0,USSD,1346
TX0001347,AG20,7505540690,6941,in,echec,2026-01-26,174.0,Agent,1347
TX0001348,AG02,798 40 13 680,6050,in,Reussie,2026-01-26,151.0,app,1348
TX0001349,AG07,715 70 34 830,3593,out,ok,2026-01-26,36.0,Agent,1349
TX0001350,AG09,7693270131,2205,out,echec,2026-01-26,22.0,app,1350
TX0001351,AG14,+226 753 09 17 073,2137,in,REUSSI,2026-01-26,53.0,USSD,1351
TX0001352,AG09,+226 738 37 67 949,2343,in,Reussie,2026-01-26,59.0,USSD,1352
TX0001353,AG17,728 86 22 188,8481,in,ok,2026-01-26,212.0,Agent,1353
TX0001354,AG11,+226 706 27 06 595,1432,in,REUSSI,2026-01-26,36.0,Agent,1354
TX0001355,AG17,767 91 98 063,6257,out,OK,2026-01-26,63.0,Agent,1355
TX0001356,AG20,+226 727 72 40 430,3670,out,REUSSI,2026-01-26,37.0,USSD,1356
TX0001357,AG20,766 23 20 956,1216,out,ok,2026-01-26,12.0,USSD,1357
TX0001358,AG08,7312606472,1160,out,OK,2026-01-26,12.0,app,1358
TX0001359,AG18,7022960187,2204,out,Echouee,2026-01-26,22.0,USSD,1359
TX0001360,AG12,759 41 17 045,1166,out,REUSSI,2026-01-26,12.0,USSD,1360
TX0001361,AG05,+226 773 90 40 532,3362,out,OK,2026-01-26,34.0,Agent,1361
TX0001362,AG20,779 44 53 007,855,out,ok,2026-01-26,9.0,USSD,1362
TX0001363,AG06,7424311618,2852,out,Reussie,2026-01-26,29.0,USSD,1363
TX0001364,AG16,768 57 86 410,2452,out,OK,2026-01-26,25.0,Agent,1364
TX0001365,AG19,+226 768 97 03 257,4455,in,Reussie,2026-01-26,111.0,USSD,1365
TX0001366,AG17,+226 722 83 04 613,6632,out,OK,2026-01-26,66.0,Agent,1366
TX0001367,AG16,725 85 70 599,5182,in,echec,2026-01-26,130.0,Agent,1367
TX0001368,AG17,+226 773 57 11 705,2430,in,ok,2026-01-26,61.0,Agent,1368
TX0001369,AG20,733 45 32 336,28017,out,OK,2026-01-26,280.0,USSD,1369
TX0001370,AG10,+226 713 40 17 767,2202,out,Echouee,2026-01-26,22.0,USSD,1370
TX0001371,AG10,746 63 44 762,2345,in,REUSSI,2026-01-26,59.0,Agent,1371
TX0001372,AG20,+226 799 30 11 382,6510,in,Echouee,2026-01-26,163.0,app,1372
TX0001373,AG01,798 06 89 702,4432,out,Reussie,2026-01-26,44.0,app,1373
TX0001374,AG07,754 42 71 174,2364,in,echec,2026-01-26,59.0,USSD,1374
TX0001375,AG18,7540608260,1800,in,ok,2026-01-26,45.0,Agent,1375
TX0001376,AG13,7150173119,2942,in,OK,2026-01-26,74.0,USSD,1376
TX0001377,AG17,+226 715 42 54 928,1417,in,ok,2026-01-26,35.0,Agent,1377
TX0001378,AG06,+226 718 82 92 813,6053,in,OK,2026-01-26,151.0,Agent,1378
TX0001379,AG04,7139626742,5795,out,REUSSI,2026-01-26,58.0,USSD,1379
TX0001380,AG19,774 29 82 446,6684,in,Reussie,2026-01-26,167.0,Agent,1380
TX0001381,AG13,+226 726 16 78 141,1832,in,Echouee,2026-01-26,46.0,Agent,1381
TX0001382,AG14,729 42 93 443,903,in,OK,2026-01-26,23.0,Agent,1382
TX0001383,AG18,722 14 69 289,960,out,echec,2026-01-26,10.0,Agent,1383
TX0001384,AG14,+226 701 87 22 516,901,out,REUSSI,2026-01-26,9.0,Agent,1384
TX0001385,AG11,748 95 04 584,3775,in,REUSSI,2026-01-26,94.0,USSD,1385
TX0001386,AG05,+226 773 09 15 996,5232,out,Echouee,2026-01-27,52.0,USSD,1386
TX0001387,AG03,+226 770 58 01 799,1831,in,REUSSI,2026-01-27,46.0,USSD,1387
TX0001388,AG04,+226 795 98 97 068,2077,out,OK,2026-01-27,21.0,USSD,1388
TX0001389,AG06,7857006101,2363,out,Reussie,2026-01-27,24.0,USSD,1389
TX0001390,AG10,713 51 44 878,4805,in,Reussie,2026-01-27,120.0,USSD,1390
TX0001391,AG09,+226 784 51 36 336,1337,in,Reussie,2026-01-27,33.0,Agent,1391
TX0001392,AG11,707 00 20 833,1541,out,REUSSI,2026-01-27,15.0,app,1392
TX0001393,AG16,+226 735 15 22 612,3884,in,OK,2026-01-27,97.0,USSD,1393
TX0001394,AG04,+226 744 49 12 974,24875,in,REUSSI,2026-01-27,622.0,USSD,1394
TX0001395,AG20,797 10 09 691,6598,in,ok,2026-01-27,165.0,Agent,1395
TX0001396,AG18,+226 702 37 16 671,1107,out,ok,2026-01-27,11.0,USSD,1396
TX0001397,AG03,+226 775 85 26 555,1961,in,Echouee,2026-01-27,49.0,Agent,1397
TX0001398,AG08,+226 711 75 33 596,1349,out,REUSSI,2026-01-27,13.0,Agent,1398
TX0001399,AG06,760 97 29 176,6657,in,REUSSI,2026-01-27,166.0,USSD,1399
TX0001400,AG01,+226 716 97 17 529,1409,out,ok,2026-01-27,14.0,Agent,1400
TX0001401,AG19,7648229452,1255,in,Reussie,2026-01-27,31.0,USSD,1401
TX0001402,AG01,+226 728 89 68 599,2331,in,Echouee,2026-01-27,58.0,Agent,1402
TX0001403,AG18,+226 763 76 23 778,1651,in,OK,2026-01-27,41.0,Agent,1403
TX0001404,AG01,733 79 35 688,443,in,ok,2026-01-27,11.0,USSD,1404
TX0001405,AG09,772 47 41 728,3549,in,Reussie,2026-01-27,89.0,Agent,1405
TX0001406,AG18,+226 798 81 65 823,7686,out,OK,2026-01-27,77.0,USSD,1406
TX0001407,AG15,792 46 79 786,2957,in,OK,2026-01-27,74.0,Agent,1407
TX0001408,AG12,737 95 51 279,7608,out,echec,2026-01-27,76.0,Agent,1408
TX0001409,AG09,7039103030,7681,in,REUSSI,2026-01-27,192.0,app,1409
TX0001410,AG14,+226 707 35 62 726,5566,in,Echouee,2026-01-27,139.0,Agent,1410
TX0001411,AG11,738 83 25 576,1997,in,Reussie,2026-01-27,50.0,Agent,1411
TX0001412,AG08,781 89 88 945,1833,in,Reussie,2026-01-27,46.0,USSD,1412
TX0001413,AG01,+226 784 14 63 278,517,out,OK,2026-01-27,5.0,Agent,1413
TX0001414,AG14,+226 701 36 33 693,1173,in,ok,2026-01-27,29.0,Agent,1414
TX0001415,AG19,746 60 26 154,12136,out,REUSSI,2026-01-27,121.0,USSD,1415
TX0001416,AG13,+226 735 29 08 097,440,out,ok,2026-01-27,4.0,USSD,1416
TX0001417,AG11,709 11 23 671,4638,in,REUSSI,2026-01-27,116.0,Agent,1417
TX0001418,AG05,+226 773 62 81 098,3755,in,Echouee,2026-01-27,94.0,USSD,1418
TX0001419,AG19,+226 731 16 69 810,1977,out,Reussie,2026-01-27,20.0,USSD,1419
TX0001420,AG16,+226 728 66 69 529,1944,in,ok,2026-01-27,49.0,USSD,1420
TX0001421,AG04,7636157670,4111,in,ok,2026-01-27,103.0,Agent,1421
TX0001422,AG17,+226 752 86 00 554,2941,out,OK,2026-01-27,29.0,Agent,1422
TX0001423,AG14,790 50 71 192,937,in,OK,2026-01-27,23.0,USSD,1423
TX0001424,AG02,729 85 10 036,485,out,ok,2026-01-27,5.0,USSD,1424
TX0001425,AG10,713 84 35 281,1534,out,ok,2026-01-27,15.0,USSD,1425
TX0001426,AG07,+226 797 00 80 774,2457,out,Reussie,2026-01-27,25.0,USSD,1426
TX0001427,AG03,702 16 38 577,10756,out,OK,2026-01-27,108.0,USSD,1427
TX0001428,AG16,+226 755 65 76 683,5144,out,OK,2026-01-27,51.0,USSD,1428
TX0001429,AG09,778 04 09 294,5716,in,REUSSI,2026-01-27,143.0,USSD,1429
TX0001430,AG20,7516007429,5225,out,REUSSI,2026-01-27,52.0,USSD,1430
TX0001431,AG04,7291519075,6030,in,echec,2026-01-27,151.0,Agent,1431
TX0001432,AG01,720 20 66 761,996,out,REUSSI,2026-01-27,10.0,USSD,1432
TX0001433,AG06,+226 770 51 15 318,4008,in,OK,2026-01-27,100.0,USSD,1433
TX0001434,AG05,7513393864,3837,in,Reussie,2026-01-27,96.0,USSD,1434
TX0001435,AG10,7173924467,14146,out,REUSSI,2026-01-27,141.0,Agent,1435
TX0001436,AG05,+226 733 98 77 383,3923,in,echec,2026-01-27,98.0,Agent,1436
TX0001437,AG20,7688180567,658,in,ok,2026-01-27,16.0,USSD,1437
TX0001438,AG08,+226 781 53 55 061,10141,in,echec,2026-01-27,254.0,USSD,1438
TX0001439,AG09,+226 730 11 69 073,1206,out,OK,2026-01-27,12.0,Agent,1439
TX0001440,AG16,+226 764 64 26 248,4975,out,ok,2026-01-27,50.0,USSD,1440
TX0001441,AG11,738 30 03 065,7816,out,OK,2026-01-27,78.0,Agent,1441
TX0001442,AG18,743 00 33 751,4262,in,REUSSI,2026-01-27,107.0,USSD,1442
TX0001443,AG06,709 04 32 910,2752,out,Reussie,2026-01-27,28.0,Agent,1443
TX0001444,AG20,716 02 71 392,5571,in,Reussie,2026-01-27,139.0,USSD,1444
TX0001445,AG15,721 57 81 286,2680,out,ok,2026-01-27,27.0,Agent,1445
TX0001446,AG05,741 52 13 730,963,in,Echouee,2026-01-27,24.0,USSD,1446
TX0001447,AG13,+226 715 78 20 290,343,in,echec,2026-01-27,9.0,USSD,1447
TX0001448,AG16,764 08 23 266,1347,in,OK,2026-01-27,34.0,USSD,1448
TX0001449,AG10,737 09 10 106,5439,out,ok,2026-01-27,54.0,Agent,1449
TX0001450,AG20,7938387815,2499,in,Reussie,2026-01-27,62.0,Agent,1450
TX0001451,AG16,7618524823,1214,out,REUSSI,2026-01-27,12.0,Agent,1451
TX0001452,AG05,+226 752 27 37 584,3892,in,Reussie,2026-01-27,97.0,Agent,1452
TX0001453,AG10,773 34 92 250,5323,out,OK,2026-01-28,53.0,Agent,1453
TX0001454,AG16,732 36 40 918,5448,in,Reussie,2026-01-28,136.0,app,1454
TX0001455,AG07,+226 745 31 24 160,12637,in,ok,2026-01-28,316.0,Agent,1455
TX0001456,AG17,722 37 22 305,2095,in,REUSSI,2026-01-28,52.0,Agent,1456
TX0001457,AG04,+226 709 17 33 732,5425,in,ok,2026-01-28,136.0,USSD,1457
TX0001458,AG12,+226 791 44 06 210,5204,in,Echouee,2026-01-28,130.0,USSD,1458
TX0001459,AG19,742 06 59 512,3440,out,REUSSI,2026-01-28,34.0,Agent,1459
TX0001460,AG08,730 36 37 086,1185,out,ok,2026-01-28,12.0,Agent,1460
TX0001461,AG03,7419152366,4128,in,REUSSI,2026-01-28,103.0,Agent,1461
TX0001462,AG20,7273176117,1597,in,REUSSI,2026-01-28,40.0,Agent,1462
TX0001463,AG12,+226 763 95 27 153,10394,out,REUSSI,2026-01-28,104.0,Agent,1463
TX0001464,AG16,7207670879,767,in,echec,2026-01-28,19.0,Agent,1464
TX0001465,AG15,+226 741 04 67 237,6073,out,ok,2026-01-28,61.0,Agent,1465
TX0001466,AG08,7560868937,1335,out,Reussie,2026-01-28,13.0,USSD,1466
TX0001467,AG18,+226 761 75 40 504,1272,in,Reussie,2026-01-28,32.0,Agent,1467
TX0001468,AG17,733 46 13 921,1750,out,REUSSI,2026-01-28,18.0,USSD,1468
TX0001469,AG11,7687433143,2872,in,OK,2026-01-28,72.0,Agent,1469
TX0001470,AG18,7922338134,9477,in,REUSSI,2026-01-28,237.0,Agent,1470
TX0001471,AG12,+226 742 29 62 489,9696,in,OK,2026-01-28,242.0,Agent,1471
TX0001472,AG03,768 70 64 771,1455,out,echec,2026-01-28,15.0,app,1472
TX0001473,AG01,+226 704 91 78 693,1610,in,ok,2026-01-28,40.0,Agent,1473
TX0001474,AG15,793 92 37 766,1049,out,Echouee,2026-01-28,10.0,Agent,1474
TX0001475,AG01,7012624830,2774,out,ok,2026-01-28,28.0,USSD,1475
TX0001476,AG10,+226 732 63 31 343,2975,out,echec,2026-01-28,30.0,Agent,1476
TX0001477,AG04,+226 761 77 00 800,5435,in,echec,2026-01-28,136.0,app,1477
TX0001478,AG03,774 02 66 521,6948,in,Reussie,2026-01-28,174.0,USSD,1478
TX0001479,AG04,734 43 81 023,1895,out,echec,2026-01-28,19.0,USSD,1479
TX0001480,AG05,728 99 59 055,15572,out,ok,2026-01-28,156.0,USSD,1480
TX0001481,AG03,+226 701 43 26 603,1765,out,Reussie,2026-01-28,18.0,app,1481
TX0001482,AG16,7488071391,5161,out,echec,2026-01-28,52.0,USSD,1482
TX0001483,AG14,+226 762 34 04 013,5802,in,OK,2026-01-28,145.0,Agent,1483
TX0001484,AG04,+226 753 63 66 398,3339,in,Reussie,2026-01-28,83.0,Agent,1484
TX0001485,AG07,+226 730 00 95 672,1343,out,OK,2026-01-28,13.0,USSD,1485
TX0001486,AG19,7669980917,909,in,REUSSI,2026-01-28,23.0,USSD,1486
TX0001487,AG17,+226 709 93 87 446,5873,in,echec,2026-01-28,147.0,USSD,1487
TX0001488,AG04,+226 794 98 36 615,2249,in,REUSSI,2026-01-28,56.0,USSD,1488
TX0001489,AG14,7036079676,782,out,Echouee,2026-01-28,8.0,Agent,1489
TX0001490,AG02,750 75 61 379,6537,out,ok,2026-01-28,65.0,USSD,1490
TX0001491,AG18,+226 792 90 63 917,4145,in,OK,2026-01-28,104.0,app,1491
TX0001492,AG14,787 38 54 235,842,out,OK,2026-01-28,8.0,Agent,1492
TX0001493,AG03,7197483702,5028,out,REUSSI,2026-01-28,50.0,Agent,1493
TX0001494,AG17,+226 775 80 98 385,2237,out,Reussie,2026-01-28,22.0,USSD,1494
TX0001495,AG08,7058063198,206,in,echec,2026-01-28,5.0,Agent,1495
TX0001496,AG17,+226 780 29 13 855,4906,in,REUSSI,2026-01-28,123.0,Agent,1496
TX0001497,AG10,+226 752 95 01 721,3206,in,Echouee,2026-01-28,80.0,Agent,1497
TX0001498,AG19,7204947263,1190,in,REUSSI,2026-01-28,30.0,USSD,1498
TX0001499,AG08,7818577790,2497,out,OK,2026-01-28,25.0,Agent,1499
TX0001500,AG11,+226 709 21 56 135,3487,in,ok,2026-01-28,87.0,app,1500
TX0001501,AG15,7502867908,9707,out,Reussie,2026-01-28,97.0,USSD,1501
TX0001502,AG08,7058371835,4406,in,Reussie,2026-01-28,110.0,Agent,1502
TX0001503,AG18,7278803058,3882,out,OK,2026-01-28,39.0,Agent,1503
TX0001504,AG20,+226 716 35 63 745,6215,out,ok,2026-01-28,62.0,Agent,1504
TX0001505,AG02,+226 771 93 59 895,2013,in,REUSSI,2026-01-28,50.0,USSD,1505
TX0001506,AG11,+226 761 06 40 630,3074,out,ok,2026-01-28,31.0,Agent,1506
TX0001507,AG06,7371401985,770,in,Echouee,2026-01-28,19.0,USSD,1507
TX0001508,AG17,713 86 02 472,702,in,OK,2026-01-28,18.0,Agent,1508
TX0001509,AG03,+226 780 73 68 998,2976,out,ok,2026-01-28,30.0,Agent,1509
TX0001510,AG11,+226 740 31 78 331,1672,in,OK,2026-01-28,42.0,Agent,1510
TX0001511,AG09,+226 773 13 64 833,419,in,OK,2026-01-28,10.0,USSD,1511
TX0001512,AG01,741 35 01 787,1269,out,REUSSI,2026-01-28,13.0,Agent,1512
TX0001513,AG19,+226 714 97 00 704,7799,out,ok,2026-01-28,78.0,USSD,1513
TX0001514,AG09,7114807087,999,in,REUSSI,2026-01-28,25.0,Agent,1514
TX0001515,AG16,726 29 25 972,6397,out,ok,2026-01-28,64.0,USSD,1515
TX0001516,AG05,7961725437,7639,in,OK,2026-01-28,191.0,app,1516
TX0001517,AG01,+226 776 60 20 582,2188,in,ok,2026-01-28,55.0,Agent,1517
TX0001518,AG15,773 10 88 403,2795,out,ok,2026-01-28,28.0,Agent,1518
TX0001519,AG06,+226 793 99 42 022,1420,in,REUSSI,2026-01-28,36.0,USSD,1519
TX0001520,AG06,7583010965,1197,in,Echouee,2026-01-28,30.0,app,1520
TX0001521,AG08,+226 758 15 38 791,13098,in,OK,2026-01-29,327.0,USSD,1521
TX0001522,AG04,+226 769 23 48 522,384,out,ok,2026-01-29,4.0,app,1522
TX0001523,AG04,7691449875,6404,out,OK,2026-01-29,64.0,Agent,1523
TX0001524,AG20,710 02 07 044,196,out,REUSSI,2026-01-29,2.0,USSD,1524
TX0001525,AG11,+226 773 47 97 053,6078,in,ok,2026-01-29,152.0,Agent,1525
TX0001526,AG16,+226 798 90 95 671,1085,out,REUSSI,2026-01-29,11.0,Agent,1526
TX0001527,AG07,747 13 59 858,8202,in,OK,2026-01-29,205.0,Agent,1527
TX0001528,AG20,770 02 50 493,3087,in,Echouee,2026-01-29,77.0,app,1528
TX0001529,AG01,+226 706 14 92 344,1193,in,Reussie,2026-01-29,30.0,USSD,1529
TX0001530,AG01,7679504479,999,out,REUSSI,2026-01-29,10.0,Agent,1530
TX0001531,AG04,753 24 18 161,9429,out,Reussie,2026-01-29,94.0,Agent,1531
TX0001532,AG01,769 12 72 483,491,in,Reussie,2026-01-29,12.0,USSD,1532
TX0001533,AG13,798 48 09 714,10699,out,echec,2026-01-29,107.0,Agent,1533
TX0001534,AG15,777 52 39 133,1111,in,REUSSI,2026-01-29,28.0,Agent,1534
